0,1,0,1,0,1,0,0.5,0,0,0,0
1,2,0,1,0,1,0,1.5,0,0,0,0
2,3,0,1,0,1,0,2.5,0,0,0,0
3,4,0,1,0,1,0,3.5,0,0,0,0
4,5,0,1,0,1,0,4.5,0,0,0,0
5,6,0,1,0,1,0,5.5,0,0,0,0
6,7,0,1,0,1,0,6.5,0,0,0,0
7,8,0,1,0,1,0,7.5,0,0,0,0
8,9,0,1,0,1,0,8.5,0,0,0,0
9,10,0,1,0,1,0,9.5,0,0,0,0
10,11,0,1,0,1,0,10.5,0,0,0,0
11,12,0,1,0,1,0,11.5,0,0,0,0
12,13,0,1,0,1,0,12.5,0,0,0,0
13,14,0,1,0,1,0,13.5,0,0,0,0
14,15,0,1,0,1,0,14.5,0,0,0,0
15,16,0,1,0,1,0,15.5,0,0,0,0
16,17,0,1,0,1,0,16.5,0,0,0,0
17,18,0,1,0,1,0,17.5,0,0,0,0
18,19,0,1,0,1,0,18.5,0,0,0,0
19,20,0,1,0,1,0,19.5,0,0,0,0
20,21,0,1,0,1,0,20.5,0,0,0,0
21,22,0,1,0,1,0,21.5,0,0,0,0
22,23,0,1,0,1,0,22.5,0,0,0,0
23,24,0,1,0,1,0,23.5,0,0,0,0
24,25,0,1,0,1,0,24.5,0,0,0,0
25,26,0,1,0,1,0,25.5,0,0,0,0
26,27,0,1,0,1,0,26.5,0,0,0,0
27,28,0,1,0,1,0,27.5,0,0,0,0
28,29,0,1,0,1,0,28.5,0,0,0,0
29,30,0,1,0,1,0,29.5,0,0,0,0
30,31,0,1,0,1,0,30.5,0,0,0,0
31,32,0,1,0,1,0,31.5,0,0,0,0
32,33,0,1,0,1,0,32.5,0,0,0,0
33,34,0,1,0,1,0,33.5,0,0,0,0
34,35,0,1,0,1,0,34.5,0,0,0,0
35,36,0,1,0,1,0,35.5,0,0,0,0
36,37,0,1,0,1,0,36.5,0,0,0,0
37,38,0,1,0,1,0,37.5,0,0,0,0
38,39,0,1,0,1,0,38.5,0,0,0,0
39,40,0,1,0,1,0,39.5,0,0,0,0
40,41,0,1,0,1,0,40.5,0,0,0,0
41,42,0,1,0,1,0,41.5,0,0,0,0
42,43,0,1,0,1,0,42.5,0,0,0,0
43,44,0,1,0,1,0,43.5,0,0,0,0
44,45,0,1,0,1,0,44.5,0,0,0,0
45,46,0,1,0,1,0,45.5,0,0,0,0
46,47,0,1,0,1,0,46.5,0,0,0,0
47,48,0,1,0,1,0,47.5,0,0,0,0
48,49,0,1,0,1,0,48.5,0,0,0,0
49,50,0,1,0,1,0,49.5,0,0,0,0
0,51,1,0,0,1,0.5,0,0,3,2,3
0,52,0.707106781186547,0.707106781186547,0,1.4142135623731,0.5,0.5,0,2,1,2
1,51,0.707106781186547,-0.707106781186547,0,1.4142135623731,0.5,0.5,0,1,3,1
1,52,1,0,0,1,0.5,1,0,3,5,3
1,53,0.707106781186547,0.707106781186547,0,1.4142135623731,0.5,1.5,0,2,4,2
2,52,0.707106781186547,-0.707106781186547,0,1.4142135623731,0.5,1.5,0,1,6,1
2,53,1,0,0,1,0.5,2,0,3,8,3
2,54,0.707106781186547,0.707106781186547,0,1.4142135623731,0.5,2.5,0,2,7,2
3,53,0.707106781186547,-0.707106781186547,0,1.4142135623731,0.5,2.5,0,1,9,1
3,54,1,0,0,1,0.5,3,0,3,11,3
3,55,0.707106781186547,0.707106781186547,0,1.4142135623731,0.5,3.5,0,2,10,2
4,54,0.707106781186547,-0.707106781186547,0,1.4142135623731,0.5,3.5,0,1,12,1
4,55,1,0,0,1,0.5,4,0,3,14,3
4,56,0.707106781186547,0.707106781186547,0,1.4142135623731,0.5,4.5,0,2,13,2
5,55,0.707106781186547,-0.707106781186547,0,1.4142135623731,0.5,4.5,0,1,15,1
5,56,1,0,0,1,0.5,5,0,3,17,3
5,57,0.707106781186547,0.707106781186547,0,1.4142135623731,0.5,5.5,0,2,16,2
6,56,0.707106781186547,-0.707106781186547,0,1.4142135623731,0.5,5.5,0,1,18,1
6,57,1,0,0,1,0.5,6,0,3,20,3
